symbol,organ_name,en_organ_name,exchange,type,id
SCO,CTCP Công nghiệp Thủy sản,Seaproducts Mechanical Shareholding Company,UPCOM,stock,1
EVS,CTCP Chứng khoán EVS,EVS Securities Joint Stock Company,HNX,stock,1
LM3,CTCP Lilama 3,Lilama 3 Joint Stock Company,UPCOM,stock,1
BBT,CTCP Bông Bạch Tuyết,Bach Tuyet Cotton Corporation,UPCOM,stock,1
NVL,CTCP Tập đoàn Đầu tư Địa ốc No Va ,No Va Land Investment Group Corporation ,HOSE,stock,1
HEP,CTCP Môi trường và Công trình Đô thị Huế,Hue Urban Environment And Public Works Joint Stock Company,UPCOM,stock,1
VKC,CTCP VKC Holdings ,VKC Holdings Joint Stock Company,UPCOM,stock,1
CKD,CTCP Cơ khí Đông Anh LICOGI,Dong Anh Licogi Mechanical Joint Stock Company,UPCOM,stock,1
S72,CTCP Sông Đà 7.02,Song Da 7.02 Hydroelectric Joint Stock Company,UPCOM,stock,1
AIG,CTCP Nguyên liệu Á Châu AIG,AIG Asia Ingredients Corporation,UPCOM,stock,1
THW,CTCP Cấp nước Tân Hòa,Tan Hoa Water Supply Joint Stock Company,UPCOM,stock,1
VSG,CTCP Container Phía Nam,South VietNam Container Shipping Joint Stock Company,UPCOM,stock,1
PBT,CTCP Bao bì và Thương mại dầu khí Bình Sơn,Binh Son Petroleum Packaging And Trading Joint Stock Company,UPCOM,stock,1
DLT,CTCP Du lịch và Thương mại - Vinacomin,Vinacomin - Tourism & Trading Joint Stock Company,UPCOM,stock,1
HNR,CTCP Rượu và Nước giải khát Hà Nội,Hanoi Liquor And Beverage Joint Stock Company,UPCOM,stock,1
PPS,CTCP Dịch vụ Kỹ thuật Điện lực Dầu khí Việt Nam,PetroVietnam Power Services Joint Stock Company,HNX,stock,1
BFC,CTCP Phân bón Bình Điền,Binh Dien Fertilizer Joint Stock Company,HOSE,stock,1
TTG,CTCP May Thanh Trì,Thanh Tri Garment Joint Stock Company,UPCOM,stock,1
FDC,CTCP Ngoại thương và  Phát triển Đầu tư Thành phố Hồ Chí Minh,Foreign Trade Development & Investment Corporation of HCMC,HOSE,stock,1
DAE,CTCP Sách Giáo dục tại Thành phố Đà Nẵng,Educational Book Joint Stock Company in Da Nang City,HNX,stock,1
CEO,CTCP Tập đoàn C.E.O,C.E.O Group Joint Stock Company,HNX,stock,1
STG,CTCP Kho vận Miền Nam,South Logistics Joint Stock Company,HOSE,stock,1
PPI,CTCP Đầu tư và Phát triển Dự án Hạ tầng Thái Bình Dương,Pacific Infrastructure Project Development and Investment Corporation,UPCOM,stock,1
AMS,CTCP Cơ khí Xây dựng AMECC,AMECC Mechanical Construction Joint Stock Company,UPCOM,stock,1
TSB,CTCP Ắc quy Tia Sáng,Tia Sang Battery Joint Stock Company,HNX,stock,1
GGG,CTCP Ô tô Giải Phóng,Giai Phong Motor Joint Stock Company,UPCOM,stock,1
DP2,CTCP Dược phẩm Trung ương 2,Central Pharmaceutical Joint Stock Company No 2,UPCOM,stock,1
CKG,CTCP Tập đoàn CIC,CIC Group Joint Stock Company,HOSE,stock,1
TCK,Tổng Công ty Cơ khí Xây dựng - CTCP,Construction Machinery Corporation - JSC,UPCOM,stock,1
CKV,CTCP COKYVINA,COKYVINA Joint Stock Company,HNX,stock,1
HQC,CTCP Tư vấn Thương mại Dịch vụ Địa Ốc Hoàng Quân,Hoang Quan Consulting-Trading-Service Real Estate Corporation,HOSE,stock,1
CSC,CTCP Tập đoàn Cotana,Cotana Group Joint Stock Company,HNX,stock,1
PXM,CTCP Xây lắp Dầu khí Miền Trung,Mien Trung Petroleum Construction Joint Stock Company,UPCOM,stock,1
BVB,Ngân hàng TMCP Bản Việt,Viet Capital Commercial Joint Stock Bank,UPCOM,stock,1
SSF,CTCP Giáo dục G Sài Gòn,G Saigon Education Joint Stock Company,UPCOM,stock,1
SSI,CTCP Chứng khoán SSI,SSI Securities Corporation,HOSE,stock,1
BMF,CTCP Vật liệu Xây dựng và Chất đốt Đồng Nai,Dong Nai Building Material and Fuel Joint Stock Company,UPCOM,stock,1
PPH,Tổng Công ty cổ phần Phong Phú,Phong Phu Corporation,UPCOM,stock,1
CT6,CTCP Công trình 6,Construction Joint Stock Company No6,UPCOM,stock,1
CMD,CTCP Vật liệu Xây dựng và Trang trí nội thất Thành phố Hồ Chí Minh,Construction Material & Interior Decoration Joint Stock Company,UPCOM,stock,1
HNM,CTCP Sữa Hà Nội,Hanoi Milk Joint-Stock Company,UPCOM,stock,1
VIC,Tập đoàn VINGROUP - CTCP,Vingroup Joint Stock Company,HOSE,stock,1
DTC,CTCP Viglacera Đông Triều,Dong Trieu Viglacera Joint Stock Company,UPCOM,stock,1
FCS,CTCP Lương thực Thành phố Hồ Chí Minh,Ho Chi Minh City Food Joint Stock Company,UPCOM,stock,1
GH3,CTCP Công trình Giao thông Hà Nội,Hanoi Transport Project Joint Stock Company,UPCOM,stock,1
DTK,Tổng Công ty Điện lực TKV - CTCP,Vinacomin - Power Holding Corporation,HNX,stock,1
RDP,CTCP Rạng Đông Holding,Rang Dong Holding Joint Stock Corporation,UPCOM,stock,1
TNA,CTCP Thương mại Xuất nhập khẩu Thiên Nam,Thien Nam Trading - Import  Export Joint Stock Company,UPCOM,stock,1
VW3,CTCP Viwaseen3,Viwaseen3 Joint Stock Company ,UPCOM,stock,1
HLS,CTCP Sứ Kỹ thuật Hoàng Liên Sơn,Hoang Lien Son Technical Ceramics Joint Stock Company,UPCOM,stock,1
MSH,CTCP May Sông Hồng,Song Hong Garment Joint Stock Company,HOSE,stock,1
NSL,CTCP Cấp nước Sơn La,Son La Water Supply Joint Stock Company,UPCOM,stock,1
MNB,Tổng Công ty May Nhà Bè - CTCP,Nha Be Garment Corporation - Joint Stock Company,UPCOM,stock,1
KHD,CTCP Khai thác Chế biến Khoáng sản Hải Dương,Hai Duong Mineral Eineal Processing Joint Stock Company,UPCOM,stock,1
HCT,CTCP Thương mại Dịch vụ Vận tải Xi măng Hải Phòng,Hai Phong Cement Transport and Trading Joint Stock Company,HNX,stock,1
TCM,CTCP Dệt may - Đầu tư - Thương mại Thành Công,Thanh Cong Textile Garment Investment Trading Joint Stock Company,HOSE,stock,1
POV,CTCP Xăng dầu Dầu khí Vũng Áng,Vung Ang Petroleum Joint Stock Company,UPCOM,stock,1
TDC,CTCP Kinh doanh và Phát triển Bình Dương,Binh Duong Trade And Development Joint Stock Company,HOSE,stock,1
VLS,CTCP Sản xuất Thép Việt Long,Viet Long Steel Production Joint Stock Company,UPCOM,stock,1
KHP,CTCP Điện lực Khánh Hòa,Khanh Hoa Power Joint Stock Company,HOSE,stock,1
SD2,CTCP Sông Đà 2,Song Da 2 Joint Stock Company,UPCOM,stock,1
SVG,CTCP Hơi Kỹ nghệ Que hàn,Industrial Gas and Welding Electrode Joint Stock Company,UPCOM,stock,1
NBE,CTCP Sách và Thiết bị Giáo dục Miền Bắc,North Books and Educational Equipment Joint Stock Company,UPCOM,stock,1
VPR,CTCP VinaPrint,VinaPrint Corporation,UPCOM,stock,1
MST,CTCP Đầu tư MST,MST Investment Joint Stock Company,HNX,stock,1
ICC,CTCP Xây dựng Công nghiệp (ICC),Industrial Construction Joint Stock Company,UPCOM,stock,1
CCA,CTCP Xuất nhập khẩu Thuỷ sản Cần Thơ,Can Tho Import Export Seafood Joint Stock Company,UPCOM,stock,1
SGI,CTCP Đầu tư SGI Holdings,SGI Holdings Investment Joint Stock Company,UPCOM,stock,1
PVR,CTCP Đầu tư PVR Hà Nội,Ha Noi PVR Investment Joint Stock Company,UPCOM,stock,1
MSR,CTCP Masan High-Tech Materials,Masan High-Tech Materials Corporation,UPCOM,stock,1
EID,CTCP Đầu tư và Phát triển Giáo dục Hà Nội,Hanoi Education Development and Investment Joint Stock Company,HNX,stock,1
ANV,CTCP Nam Việt,Nam Viet Corporation,HOSE,stock,1
SVI,CTCP Bao bì Biên Hòa,Bien Hoa Packaging Joint Stock Company,HOSE,stock,1
AAS,CTCP Chứng khoán SmartInvest ,SmartInvest Securities Joint Stock Company,UPCOM,stock,1
VNG,CTCP Du lịch Thành Thành Công,Thanh Thanh Cong Tourist Joint Stock Company,HOSE,stock,1
NAF,CTCP Nafoods Group,Nafoods Group Joint Stock Company,HOSE,stock,1
BTD,CTCP Bê tông Ly tâm Thủ Đức,Thu Duc Centrifugal Concrete Joint Stock Company,UPCOM,stock,1
YBM,CTCP Khoáng sản Công nghiệp Yên Bái,Yen Bai Industry Mineral Joint Stock Company,HOSE,stock,1
TKA,CTCP Bao bì Tân Khánh An,Tan Khanh An Packaging Joint Stock Company,UPCOM,stock,1
CLC,CTCP Cát Lợi,Cat Loi Joint Stock Company,HOSE,stock,1
HFB,CTCP Công trình Cầu phà Thành phố Hồ Chí Minh,Ho Chi Minh City Ferry Bridge Construction Joint Stock Company,UPCOM,stock,1
BEL,CTCP Điện tử Biên Hòa,Viettronics Bien Hoa Joint Stock Company,UPCOM,stock,1
PSG,CTCP Đầu Tư và Xây lắp Dầu khí Sài Gòn,Sai Gon Petroleum Construction and Investment Joint Stock Company,UPCOM,stock,1
FIR,CTCP Địa ốc First Real,First Real Joint Stock Company,HOSE,stock,1
KHS,CTCP Kiên Hùng,Kien Hung Joint Stock Company,HNX,stock,1
CMM,CTCP Camimex,Camimex Joint Stock Company,UPCOM,stock,1
VGI,Tổng Công ty cổ phần Đầu tư Quốc tế Viettel,Viettel Global Investment Joint Stock Company,UPCOM,stock,1
VGT,Tập đoàn Dệt May Việt Nam,Vietnam National Textile and Garment Group,UPCOM,stock,1
GDW,CTCP Cấp nước Gia Định,Gia Dinh Water Supply Joint Stock Company,HNX,stock,1
VE9,CTCP Đầu tư và Xây dựng VNECO 9,VNECO 9 Investment & Construction Joint Stock Company,UPCOM,stock,1
ABR,CTCP Đầu tư Nhãn hiệu Việt,Viet Brand Invest Joint Stock Company,HOSE,stock,1
KHL,CTCP Khoáng Sản Và Vật Liệu Xây Dựng Hưng Long,Hung Long Mineral and Building Material Joint Stock Company,UPCOM,stock,1
CQN,CTCP Cảng Quảng Ninh,Quang Ninh Port Joint Stock Company,UPCOM,stock,1
VIF,Tổng Công ty Lâm nghiệp Việt Nam - CTCP,Viet Nam Forestry Corporation Joint Stock Company,HNX,stock,1
PND,CTCP Xăng dầu Dầu khí Nam Định,PetroVietnam Oil Nam Dinh Joint Stock Company,UPCOM,stock,1
L35,CTCP Cơ khí Lắp máy Lilama,Lilama Erection Mechanical Joint Stock Company,UPCOM,stock,1
PVL,CTCP Địa ốc Dầu khí,Petroleum Real Estate Joint Stock Company,UPCOM,stock,1
SMA,CTCP Thiết bị Phụ tùng Sài Gòn,Sai Gon Machinery Spare Parts Joint Stock Company,HOSE,stock,1
TTL,Tổng Công ty Thăng Long - CTCP,Thang Long Joint Stock Corporation,HNX,stock,1
FRT,CTCP Bán lẻ Kỹ thuật số FPT,FPT Digital Retail Joint Stock Company,HOSE,stock,1
TCJ,CTCP Tô Châu,To Chau Joint Stock Company,UPCOM,stock,1
DRI,CTCP Đầu tư Cao su Đắk Lắk,DakLak Rubber Investment Joint Stock Company,UPCOM,stock,1
TOW,CTCP Cấp nước Trà Nóc - Ô Môn,Tra Noc – O Mon Water Supply Joint Stock Company,UPCOM,stock,1
MAS,CTCP Dịch vụ Hàng không Sân bay Đà Nẵng,Danang Airport Services Joint Stock Company,HNX,stock,1
CH5,CTCP Xây dựng Số 5 Hà Nội,HaNoi Construction Joint Stock Company No5,UPCOM,stock,1
WTC,CTCP Vận tải Thủy - Vinacomin,Vinacomin - Waterway Transport Joint Stock Company,UPCOM,stock,1
SDK,CTCP Cơ khí Luyện kim,Mechanical Engineering & Metallurgy Joint-Stock Company,UPCOM,stock,1
SHB,Ngân hàng TMCP Sài Gòn - Hà Nội,Saigon Hanoi Commercial Joint Stock Bank,HOSE,stock,1
BVG,CTCP Group Bắc Việt,Bac Viet Group Joint Stock Company,UPCOM,stock,1
ILC,CTCP Hợp tác Lao động với nước ngoài,International Labour and Services Joint Stock Company,UPCOM,stock,1
QTP,CTCP Nhiệt điện Quảng Ninh,Quang Ninh Thermal Power Joint Stock Company,UPCOM,stock,1
ACG,CTCP Gỗ An Cường,An Cuong Wood - Working Joint Stock Company,HOSE,stock,1
BRC,CTCP Cao su Bến Thành,Ben Thanh Rubber Joint Stock Company,HOSE,stock,1
CST,CTCP Than Cao Sơn - TKV,Cao Son Coal Joint Stock Company,HNX,stock,1
PCH,CTCP Nhựa Picomat,Picomat Plastic Joint Stock Company,HNX,stock,1
CC1,Tổng Công ty Xây dựng Số 1 - CTCP,Construction Corporation No 1 Joint Stock Company,UPCOM,stock,1
HMD,CTCP Hóa chất Minh Đức,Minh Duc Chemical Stockshare Company,UPCOM,stock,1
IN4,CTCP In Số 4,No.4 Printing Joint Stock Company,UPCOM,stock,1
DNE,CTCP Môi trường Đô thị Đà Nẵng,Da Nang Urban Environment JSC,UPCOM,stock,1
DSE,CTCP Chứng khoán DNSE,DNSE Securities Joint Stock Company,HOSE,stock,1
MCC,CTCP Gạch ngói Cao cấp,High Grade Brick Tile Corporation,HNX,stock,1
KSQ,CTCP CNC Capital Việt Nam,CNC Capital Viet Nam Joint Stock Company,UPCOM,stock,1
EME,CTCP Điện cơ,Electro Mechanical Corporation,UPCOM,stock,1
AVF,CTCP Việt An,AnViFish Joint Stock Company,UPCOM,stock,1
PTO,CTCP Dịch vụ - Xây dựng Công trình Bưu Điện,Post And Telecommunication Services Construction Work Joint Stock Company,UPCOM,stock,1
PSD,CTCP Dịch vụ Phân phối Tổng hợp Dầu khí,Petroleum General Distribution Services Joint Stock Company,HNX,stock,1
ATG,CTCP ATG Planet,ATG Planet Joint Stock Company,UPCOM,stock,1
CCL,CTCP Đầu tư và Phát triển Đô thị Dầu khí Cửu Long,Cuu Long Petro Urban Development and Investment Corporation,HOSE,stock,1
VTJ,CTCP Thương mại và Đầu tư VI NA TA BA,VI NA TA BA Trading & Investment Joint Stock Company,HNX,stock,1
PRC,CTCP Logistics Portserco,Portserco Logistics Joint Stock Company,HNX,stock,1
DXG,CTCP Tập đoàn Đất Xanh,Dat Xanh Group Joint Stock Company,HOSE,stock,1
BTS,CTCP Xi măng VICEM Bút Sơn,Vicem But Son Cement Joint Stock Company,HNX,stock,1
CSV,CTCP Hóa chất Cơ bản Miền Nam,South Basic Chemicals Joint Stock Company,HOSE,stock,1
MED,CTCP Dược Trung ương Mediplantex,Mediplantex National Pharmaceutical Joint Stock Company,HNX,stock,1
SHS,CTCP Chứng khoán Sài Gòn - Hà Nội,Saigon - Hanoi Securities Joint Stock Company,HNX,stock,1
POM,CTCP Thép Pomina,Pomina Steel Corporation,UPCOM,stock,1
NBB,CTCP Đầu tư Năm Bảy Bảy,577 Investment Corporation,HOSE,stock,1
SGR,CTCP Tổng CTCP Địa ốc Sài Gòn,Saigon Real Estate Group Joint Stock Company,HOSE,stock,1
DVM,CTCP Dược liệu Việt Nam,Vietnam Medicinal Materials Joint Stock Company,HNX,stock,1
PIT,CTCP Xuất nhập khẩu Petrolimex,Petrolimex International Trading Joint Stock Company,HOSE,stock,1
LGC,CTCP Đầu tư Cầu đường CII,CII Bridges and Roads Investment Joint Stock Company,HOSE,stock,1
NHV,CTCP Sức Khỏe Hồi Sinh Việt Nam,Nirvana Health Vietnam Joint Stock Company,UPCOM,stock,1
QPH,CTCP Thủy điện Quế Phong,Que Phong Hydropower Joint Stock Company,UPCOM,stock,1
CTB,CTCP Chế tạo Bơm Hải Dương,Hai Duong Pump Manufacturing Joint Stock Company,HNX,stock,1
UDL,CTCP Đô thị và Môi trường Đắk Lắk,Dak Lak Urban and Enviroment Joint Stock Company,UPCOM,stock,1
PPE,CTCP Tư vấn đầu tư PP Enterprise,PP Enterprise Investment Consultancy Joint Stock Company,HNX,stock,1
REE,CTCP Cơ Điện Lạnh,Refrigeration Electrical Engineering Corporation,HOSE,stock,1
SMN,CTCP Sách và Thiết bị Giáo dục Miền Nam,South Books and Educational Equipment Joint Stock Company,HNX,stock,1
HRB,CTCP Harec Đầu tư và Thương mại,Harec Investment and Trade Joint Stock Company,UPCOM,stock,1
MCO,CTCP Đầu tư và Xây dựng BDC Việt Nam,Investment and Construction BDC Viet Nam Joint Stock Company,HNX,stock,1
TCR,CTCP Công nghiệp Gốm sứ Taicera,Taicera Enterprise Company,HOSE,stock,1
TW3,CTCP Dược Trung ương 3,Central Pharmaceutical Joint Stock Company N.3,UPCOM,stock,1
STS,CTCP Dịch vụ Vận tải Sài Gòn,Sai Gon Transport Agency Joint Stock Company,UPCOM,stock,1
AGP,CTCP Dược phẩm Agimexpharm,Agimexpharm Pharmaceutical Joint Stock Company,UPCOM,stock,1
VMS,CTCP Phát triển Hàng Hải,Vietnam Maritime Development Joint Stock Company,HNX,stock,1
VXB,CTCP Vật liệu Xây dựng Bến Tre,Ben Tre Construction Material Joint Stock Company,UPCOM,stock,1
HSA,CTCP Hestia,Hestia Joint Stock Company,UPCOM,stock,1
HRC,CTCP Cao su Hòa Bình,Hoa Binh Rubber Joint Stock Company,HOSE,stock,1
ORS,CTCP Chứng khoán Tiên Phong,Tien Phong Securities Corporation,HOSE,stock,1
SJC,CTCP Sông Đà 1.01,Song Da 1.01 Joint Stock Company,UPCOM,stock,1
HPI,CTCP Khu công nghiệp Hiệp Phước,Hiep Phuoc Industrial Park Joint Stock Company,UPCOM,stock,1
VEF,CTCP Trung tâm Hội chợ Triển lãm Việt Nam,Vietnam Exhibition Fair Centre Joint Stock Company,UPCOM,stock,1
VMC,CTCP Vimeco,Vimeco Joint Stock Company,HNX,stock,1
DID,CTCP DIC - Đồng Tiến,DIC - Dong Tien Joint - Stock Company,UPCOM,stock,1
NET,CTCP Bột giặt NET,NET Detergent Joint Stock Company,HNX,stock,1
VTP,Tổng Công ty cổ phần Bưu chính Viettel,Viettel Post Joint Stock Corporation,HOSE,stock,1
NAP,CTCP Cảng Nghệ Tĩnh,Nghe Tinh Port Joint Stock Company,HNX,stock,1
TS3,CTCP Trường Sơn 532,Truong Son 532 Joint Stock Company,UPCOM,stock,1
CX8,CTCP Đầu tư và Xây lắp Constrexim Số 8,Constrexim No 8 Investment and Construction Joint Stock Company,HNX,stock,1
BAL,CTCP Bao bì Bia - Rượu - Nước giải khát,Beer - Alcohol - Beverage Packaging Joint Stock Company,UPCOM,stock,1
FTM,CTCP Đầu tư và Phát triển Đức Quân,Duc Quan Investment and Development Joint Stock Company,UPCOM,stock,1
DDN,CTCP Dược và Thiết bị Y tế Đà Nẵng,Danang Pharmaceutical Medical Equipment Joint Stock Company,UPCOM,stock,1
SDN,CTCP Sơn Đồng Nai,Dong Nai Paint Corporation,HNX,stock,1
UPC,CTCP Phát triển Công viên Cây xanh và Đô thị Vũng Tàu,Vung Tau Urban and Parks Development Joint Stock Company,UPCOM,stock,1
HUB,CTCP Xây lắp Thừa Thiên Huế,Thua Thien Hue Construction Joint Stock Corporation,HOSE,stock,1
GTD,CTCP Giầy Thượng Đình,Thuong Dinh Footwear Joint Stock Company,UPCOM,stock,1
EVG,CTCP Tập đoàn EverLand,Everland Group Joint Stock Company,HOSE,stock,1
BCV,CTCP Du lịch và Thương mại Bằng Giang Cao Bằng - Vimico,Vimico - Cao Bang Bang Giang Travel And Trading Joint Stock Company,UPCOM,stock,1
TNG,CTCP Đầu tư và Thương mại TNG,TNG Investment and Trading Joint Stock Company,HNX,stock,1
SEP,CTCP Tổng Công ty Thương mại Quảng Trị,Quang Tri General Trading Joint Stock Company,UPCOM,stock,1
BSR,CTCP Lọc hóa Dầu Bình Sơn,Binh Son Refining and Petrochemical Joint Stock Company,HOSE,stock,1
CRC,CTCP Create Capital Việt Nam,Create Capital Viet Nam Joint Stock Company ,HOSE,stock,1
COM,CTCP Vật tư - Xăng Dầu,Materials - Petroleum Joint Stock Company,HOSE,stock,1
SGC,CTCP Xuất nhập khẩu Sa Giang,Sa Giang Import Export Corporation,HNX,stock,1
TTF,CTCP Tập đoàn Kỹ nghệ gỗ Trường Thành,Truong Thanh Furniture Corporation,HOSE,stock,1
TV3,CTCP Tư vấn Xây dựng Điện 3,Power Engineering Consulting Joint Stock Company 3,HNX,stock,1
LBM,CTCP Khoáng sản và Vật liệu Xây dựng Lâm Đồng,LamDong Minerals and Building Materials Joint Stock Company,HOSE,stock,1
VLA,CTCP Đầu tư và Phát triển Công nghệ Văn Lang,Van Lang Technology Development and Investment Joint Stock Company,HNX,stock,1
DS3,CTCP DS3,DS3 Joint Stock Company,HNX,stock,1
ACE,CTCP Bê tông Ly tâm An Giang,An Giang Centrifugal Concrete JSC,UPCOM,stock,1
ISG,CTCP Vận tải biển và Hợp tác Lao động Quốc tế,International Shipping and Labour Cooperation Joint Stock Company,UPCOM,stock,1
PWS,CTCP Cấp thoát nước Phú Yên,Phu Yen Water Supply And Sewerage Joint Stock Company,UPCOM,stock,1
S55,CTCP Sông Đà 505,Song Da 505 Joint Stock Company,HNX,stock,1
OPC,CTCP Dược phẩm OPC,OPC Pharmaceutical Joint Stock Company,HOSE,stock,1
LSS,CTCP Mía Đường Lam Sơn,Lam Son Sugar Joint Stock Corporation,HOSE,stock,1
LMI,CTCP Đầu tư Xây dựng Lắp máy IDICO,IDICO Machinery Erection Construction Investment Joint Stock Company,UPCOM,stock,1
DHB,CTCP Phân đạm và Hóa chất Hà Bắc,Habac Nitrogenous Fertilizer & Chemicals Joint Stock Company,UPCOM,stock,1
MTA,Tổng Công ty Khoáng sản và Thương mại Hà Tĩnh - CTCP,Ha Tinh Minerals and Trading Joint Stock Corporation,UPCOM,stock,1
BID,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,Joint Stock Commercial Bank for Investment and Development of Vietnam,HOSE,stock,1
PVM,CTCP Máy - Thiết bị Dầu khí,PetroVietnam Machinery-Technology Joint Stock Company,UPCOM,stock,1
MGC,CTCP Địa chất mỏ - TKV,Vinacomin - Mining Geology Joint Stock Company,UPCOM,stock,1
DWC,CTCP Cấp nước Đắk Lắk,DAKLAK Water Supply Joint Stock Company,UPCOM,stock,1
FHS,CTCP Phát hành Sách Thành phố Hồ Chí Minh,Ho Chi Minh City Book Distribution Corporation,UPCOM,stock,1
DTI,CTCP Đầu tư Đức Trung,Duc Trung Investment Joint Stock Company,UPCOM,stock,1
AGX,CTCP Thực phẩm Nông Sản xuất khẩu Sài Gòn,Saigon Export Foodstuffs and Agricultural Products JSC,UPCOM,stock,1
QSP,CTCP Tân Cảng Quy Nhơn,Quy Nhon New Port Joint Stock Company,UPCOM,stock,1
HTT,CTCP Thương mại Hà Tây,Ha Tay Trading Joint Stock Company,UPCOM,stock,1
TBR,CTCP Địa ốc Tân Bình,Tan Binh Real Estate Joint Stock Company,UPCOM,stock,1
NHC,CTCP Gạch ngói Nhị Hiệp,Nhi Hiep Brick-Tile Co-Operation,HNX,stock,1
VCB,Ngân hàng TMCP Ngoại thương Việt Nam,Joint Stock Commercial Bank for Foreign Trade of Vietnam,HOSE,stock,1
DKC,CTCP Chợ Lạng Sơn,Lang Son Market Joint Stock Company,UPCOM,stock,1
CTS,CTCP Chứng khoán VietinBank,VietinBank Securities Joint Stock Company,HOSE,stock,1
VPH,CTCP Vạn Phát Hưng,Van Phat Hung Corporation,HOSE,stock,1
TRT,CTCP RedstarCera,RedstarCera Joint Stock Company,UPCOM,stock,1
PV2,CTCP Đầu tư PV2,PV2 Investment Joint Stock Company,HNX,stock,1
HAT,CTCP Thương mại Bia Hà Nội,Ha Noi Beer Trading Joint Stock Company,HNX,stock,1
BT1,CTCP Bảo vệ Thực vật 1 Trung Ương,Central Plant Protection Joint Stock Company No.1,UPCOM,stock,1
TED,Tổng công ty Tư vấn thiết kế Giao thông vận tải - CТСР,Transport Engineering Design Incorporated,UPCOM,stock,1
VPL,CTCP Vinpearl,Vinpearl Joint Stock Company,HOSE,stock,1
TCT,CTCP Cáp treo Núi Bà Tây Ninh,Tay Ninh Cable Car Tour Company,HOSE,stock,1
MSB,Ngân hàng TMCP Hàng hải Việt Nam,Vietnam Maritime Commercial Joint Stock Bank,HOSE,stock,1
BWA,CTCP Cấp thoát nước và Xây dựng Bảo Lộc,Bao Loc Supply Sewerage and Constructon Joint Stock Company,UPCOM,stock,1
VIT,CTCP Viglacera Tiên Sơn,Viglacera Tien Son Joint Stock Company,HNX,stock,1
LDP,CTCP Dược Lâm Đồng (Ladophar),Lam Dong Pharmaceutical Joint Stock Company,HNX,stock,1
VQC,CTCP Giám định - Vinacomin,Vinacomin Quacontrol Joint Stock Company,UPCOM,stock,1
TVG,CTCP Tư vấn Đầu tư và Xây dựng Giao thông Vận tải,Transport Investment and Construction Consultant Joint Stock Company,UPCOM,stock,1
BWS,CTCP Cấp nước Bà Rịa - Vũng Tàu,Ba Ria - Vung Tau Water Supply Joint Stock Company,UPCOM,stock,1
YEG,CTCP Tập đoàn Yeah1,Yeah1 Group Corporation,HOSE,stock,1
HTC,CTCP Thương mại Hóc Môn,HocMon Trade Joint Stock Company,HNX,stock,1
MPT,CTCP Tập đoàn MPT,MPT Group Joint Stock Company,UPCOM,stock,1
HLC,CTCP Than Hà Lầm - Vinacomin,Vinacomin - Ha Lam Coal Joint Stock Company,HNX,stock,1
PC1,CTCP Tập Đoàn PC1,PC1 Group Joint Stock Company,HOSE,stock,1
PGV,Tổng Công ty Phát điện 3 - CTCP,Power Generation Joint Stock Corporation 3,HOSE,stock,1
HAC,CTCP Chứng khoán Hải Phòng,Hai Phong Securities Joint Stock Company,UPCOM,stock,1
ABW,CTCP Chứng khoán An Bình,An Binh Securities Joint Stock Company,UPCOM,stock,1
JVC,CTCP Đầu tư Y tế - Dược phẩm Việt Nam,Vitenam Medical And Pharmaceutical Investment Joint Stock Company,HOSE,stock,1
HNB,CTCP Bến xe Hà Nội,Ha Noi Transport Station Joint Stock Company,UPCOM,stock,1
VMT,CTCP Giao nhận Vận tải miền Trung,Vinatrans DaNang Joint Stock Company,UPCOM,stock,1
VC9,CTCP Xây dựng số 9 - VC9,VC9 - NO 9 Construction Joint Stock Company,HNX,stock,1
SAL,CTCP Trục vớt Cứu hộ Việt Nam,VietNam Salvage Joint Stock Company,UPCOM,stock,1
VIM,CTCP Khoáng sản Viglacera,Viglacera Mineral Joint Stock Company,UPCOM,stock,1
NCT,CTCP Dịch vụ Hàng hóa Nội Bài,NoiBai Cargo Terminal Services Joint Stock Company,HOSE,stock,1
TVC,CTCP Tập đoàn Quản lý tài sản T-Corp,T-Corp Asset Management Corporation Joint Stock Company,HNX,stock,1
MKV,CTCP Dược thú Y Cai Lậy,Cai Lay Veterinary Pharmaceutical Joint Stock Company,HNX,stock,1
CK8,CTCP Cơ khí 120,120 Mechanical Joint Stock Company,UPCOM,stock,1
CAN,CTCP Đồ hộp Hạ Long,Ha Long Canned Food Joint Stock Corporation,HNX,stock,1
PGN,CTCP Phụ Gia Nhựa,Plastic Additives Joint Stock Company,HNX,stock,1
BCB,CTCP 397,397 Joint Stock Company,UPCOM,stock,1
HHP,CTCP HHP Global,HHP Global Joint Stock Company,HOSE,stock,1
VCK,CTCP Chứng khoán VPS,VPS Securities Joint Stock Company,HOSE,stock,1
VNY,CTCP Thuốc thú y Trung ương I,Vietnam Veterinary Products Joint Stock Company,UPCOM,stock,1
CQT,CTCP Xi măng Quán Triều VVMI,VVMI Quan Trieu Cement Joint Stock Company,UPCOM,stock,1
GLT,CTCP Kỹ thuật Điện Toàn cầu,Global Electrical Technology Corporation,HNX,stock,1
VAB,Ngân hàng TMCP Việt Á,Vietnam - Asia Commercial Joint Stock Bank,HOSE,stock,1
NCG,CTCP Tập đoàn Nova Consumer,Nova Consumer Group Joint Stock Company,UPCOM,stock,1
