ticker,group_code,company_name,company_short_name
HTE,UpcomIndex,Công ty Cổ phần Đầu tư Kinh doanh Điện lực Thành phố Hồ Chí Minh,Kinh doanh điện lực TP HCM
HCT,HNXIndex,Công ty Cổ phần Thương mại - Dịch vụ - Vận tải Xi măng Hải Phòng,Thương mại - Dịch vụ - Vận tải Xi măng Hải Phòng 
HDA,HNXIndex,Công ty Cổ phần Hãng sơn Đông Á,Hãng sơn Đông Á
HDB,VNINDEX,Ngân hàng Thương mại Cổ phần Phát Triển Thành phố Hồ Chí Minh,HDBank
HDC,VNINDEX,Công ty Cổ phần Phát triển Nhà Bà Rịa Vũng Tàu,Phát triển Nhà BR-VT
HDG,VNINDEX,Công ty Cổ phần Tập đoàn Hà Đô,Tập đoàn Hà Đô
HDM,UpcomIndex,Công ty Cổ phần Dệt May Huế,Dệt May Huế
HDO,UpcomIndex,Công ty Cổ phần Hưng Đạo Container,Hưng Đạo Container
DHD,UpcomIndex,Công ty Cổ phần Dược Vật Tư Y Tế Hải Dương,Dược Vật Tư Y Tế Hải Dương
HDW,UpcomIndex,Công ty Cổ phần Kinh doanh Nước sạch Hải Dương,Nước sạch Hải Dương
HEC,UpcomIndex,Công ty Cổ phần Tư vấn xây dựng Thủy Lợi II,Tư vấn XD Thủy Lợi II (HEC II)
HEJ,UpcomIndex,Tổng Công ty Tư vấn Xây dựng Thủy Lợi Việt Nam - CTCP,Tư vấn Xây dựng Thủy Lợi VN
HEM,UpcomIndex,Công ty Cổ phần Chế tạo Điện cơ Hà Nội,Chế tạo điện cơ Hà Nội
HEP,UpcomIndex,Công ty Cổ phần Môi trường và Công trình đô thị Huế,Môi trường và Công trình đô thị Huế
HEV,HNXIndex,Công ty Cổ phần Sách Đại học - Dạy nghề,Sách Đại học - Dạy nghề
HFC,UpcomIndex,Công ty Cổ phần Xăng dầu HFC,Xăng dầu HFC
HFX,UpcomIndex,Công ty Cổ phần Sản xuất - Xuất nhập khẩu Thanh Hà,XNK Thanh Hà
HGM,HNXIndex,Công ty Cổ phần Cơ khí và Khoáng sản Hà Giang,Khoáng sản Hà Giang
HGT,UpcomIndex,Công ty Cổ phần Du lịch Hương Giang,Du lịch Hương Giang
HHC,HNXIndex,Công ty Cổ phần Bánh kẹo Hải Hà,Bánh kẹo Hải Hà
HHG,UpcomIndex,Công ty Cổ phần Hoàng Hà,Vận tải Hoàng Hà
HHN,UpcomIndex,Công ty Cổ phần Vận tải và Dịch vụ Hàng hóa Hà Nội,Vận tải và DV Hàng hóa Hà Nội
HHP,VNINDEX,Công ty Cổ phần Giấy Hoàng Hà Hải Phòng,Giấy Hoàng Hà Hải Phòng
HHR,UpcomIndex,Công ty Cổ phần Đường sắt Hà Hải,Đường sắt Hà Hải
HHS,VNINDEX,Công ty Cổ phần Đầu tư Dịch vụ Hoàng Huy,Đầu tư DV Hoàng Huy
TCH,VNINDEX,Công ty Cổ phần Đầu tư Dịch vụ Tài chính Hoàng Huy,ĐT DV Tài chính Hoàng Huy
HSL,VNINDEX,Công ty Cổ phần Đầu tư Phát triển Thực phẩm Hồng Hà,Thực phẩm Hồng Hà
HIG,UpcomIndex,Công ty Cổ phần Tập Đoàn HIPT,Tập Đoàn HIPT
HPI,UpcomIndex,Công ty Cổ phần Khu công nghiệp Hiệp Phước,Khu công nghiệp Hiệp Phước
HJS,HNXIndex,Công ty Cổ phần Thủy điện Nậm Mu,Thủy điện Nậm Mu
HKB,UpcomIndex,Công ty Cổ phần Nông nghiệp và Thực phẩm Hà Nội - Kinh Bắc,Thực phẩm Hà Nội - Kinh Bắc
HKP,UpcomIndex,Công ty Cổ phần Bao bì Hà Tiên,Bao bì Hà Tiên
HKT,HNXIndex,Công ty Cổ phần Đầu tư Ego Việt Nam,Đầu tư Ego Việt Nam
HLA,UpcomIndex,Công ty Cổ phần Hữu Liên Á Châu,Hữu Liên Á Châu
HLC,HNXIndex,Công ty Cổ phần Than Hà Lầm - Vinacomin,Than Hà Lầm
HLD,HNXIndex,Công ty Cổ phần Đầu tư và Phát triển Bất động sản HUDLAND,Bất động sản HUDLAND
HLG,UpcomIndex,Công ty Cổ phần Tập đoàn Hoàng Long,Tập đoàn Hoàng Long
HLR,UpcomIndex,Công ty Cổ phần Đường sắt Hà Lạng,Đường sắt Hà Lạng
HLS,UpcomIndex,Công ty Cổ phần Sứ kỹ thuật Hoàng Liên Sơn,Sứ Hoàng Liên Sơn
HLY,UpcomIndex,Công ty Cổ phần Gốm Xây Dựng Yên Hưng,Gốm Xây Dựng Yên Hưng
HMC,VNINDEX,Công ty Cổ phần Kim khí Thành phố Hồ Chí Minh - VNSTEEL,Kim khí TP.HCM
HMS,UpcomIndex,Công ty Cổ phần Xây dựng Bảo tàng Hồ Chí Minh,XD Bảo tàng Hồ Chí Minh
HMG,UpcomIndex,Công ty Cổ phần Kim Khí Hà Nội - VNSTEEL,Kim Khí Hà Nội
HMH,HNXIndex,Công ty Cổ phần Hải Minh,Tập đoàn Hải Minh
BKH,UpcomIndex,Công ty Cổ phần Bánh mứt kẹo Hà Nội,Bánh mứt kẹo Hà Nội
DCH,UpcomIndex,Công ty Cổ phần Địa chính Hà Nội,Địa chính Hà Nội
HAF,UpcomIndex,Công ty Cổ phần Thực phẩm Hà Nội,Thực phẩm Hà Nội
HNG,VNINDEX,Công ty Cổ phần Nông nghiệp Quốc tế Hoàng Anh Gia Lai,Nông nghiệp Quốc tế HAGL
HNA,UpcomIndex,Công ty Cổ phần Thủy điện Hủa Na,Thủy điện Hủa Na
HNM,UpcomIndex,Công ty Cổ phần Sữa Hà Nội,HANOIMILK
DHN,UpcomIndex,Công ty Cổ phần Dược phẩm Hà Nội,Dược Hà Nội
HRT,UpcomIndex,Công ty Cổ phần Vận tải đường sắt Hà Nội,Vận tải đường sắt Hà Nội
TSJ,UpcomIndex,Công ty Cổ phần Du lịch Dịch vụ Hà Nội,Hanoi Toserco
HJC,UpcomIndex,Công ty Cổ phần Hòa Việt,Công ty Cổ phần Hòa Việt
HOM,HNXIndex,Công ty Cổ phần Xi măng VICEM Hoàng Mai,Xi măng VICEM Hoàng Mai
HOT,UpcomIndex,Công ty Cổ phần Du lịch - Dịch vụ Hội An,Du lịch - DV Hội An
HPB,UpcomIndex,Công ty Cổ phần Bao bì PP,Bao bì PP
HAC,UpcomIndex,Công ty Cổ phần Chứng khoán Hải Phòng,Chứng khoán Hải Phòng
CCP,UpcomIndex,Công ty Cổ phần Cảng Cửa Cấm Hải Phòng,Cảng Cửa Cấm
HPD,UpcomIndex,Công ty Cổ phần Thủy điện Đăk Đoa,Thủy điện Đăk Đoa
HPG,VNINDEX,Công ty Cổ phần Tập đoàn Hòa Phát,Hòa Phát
HPH,UpcomIndex,Công ty Cổ phần Hóa Chất Hưng Phát Hà Bắc,Hóa Chất Hưng Phát Hà Bắc
HPM,UpcomIndex,Công ty Cổ phần Xây dựng Thương mại và Khoáng sản Hoàng Phúc,Khoáng sản Hoàng Phúc
HPP,UpcomIndex,Công ty Cổ phần Sơn Hải Phòng,Sơn Hải Phòng
DPH,UpcomIndex,Công ty Cổ phần Dược phẩm Hải Phòng,Dược phẩm Hải Phòng
HPT,UpcomIndex,Công ty Cổ phần Dịch vụ Công nghệ Tin học HPT,DV Công nghệ Tin học HPT
TUG,UpcomIndex,Công ty Cổ phần Lai dắt và Vận tải Cảng Hải Phòng,Lai dắt và VT cảng Hải Phòng
HPW,UpcomIndex,Công ty Cổ phần Cấp nước Hải Phòng,Cấp nước Hải Phòng
HQC,VNINDEX,Công ty Cổ phần Tư vấn - Thương mại - Dịch vụ Địa ốc Hoàng Quân,Địa ốc Hoàng Quân
HRB,UpcomIndex,Công ty Cổ phần Harec Đầu tư và Thương Mại,Harec Đầu tư và Thương Mại
HRC,VNINDEX,Công ty Cổ phần Cao su Hòa Bình,Cao su Hòa Bình
HSA,UpcomIndex,Công ty Cổ phần HESTIA,HESTIA
HSG,VNINDEX,Công ty Cổ phần Tập đoàn Hoa Sen,Tập đoàn Hoa Sen
HSI,UpcomIndex,Công ty Cổ phần Vật tư Tổng hợp và Phân bón Hóa sinh,Phân bón Hóa sinh
HSP,UpcomIndex,Công ty Cổ phần Sơn Tổng hợp Hà Nội,Sơn Tổng hợp Hà Nội
HT1,VNINDEX,Công ty Cổ phần Xi măng VICEM Hà Tiên,VICEM Hà Tiên
HTC,HNXIndex,Công ty Cổ phần Thương mại Hóc Môn,Thương mại Hóc Môn
HTG,UpcomIndex,Tổng Công ty Cổ phần Dệt may Hòa Thọ,Dệt may Hòa Thọ
HTI,VNINDEX,Công ty Cổ phần Đầu tư Phát triển Hạ tầng IDICO,PT Hạ tầng IDICO
HTN,VNINDEX,Công ty Cổ phần Hưng Thịnh Incons,Hưng Thịnh Incons
HTL,VNINDEX,Công ty Cổ phần Kỹ thuật và Ô tô Trường Long,Ô tô Trường Long
HTP,HNXIndex,Công ty Cổ phần In Sách Giáo Khoa Hòa Phát,In SGK Hòa Phát
HTR,UpcomIndex,Công ty Cổ phần Đường sắt Hà Thái,Đường sắt Hà Thái
HTT,UpcomIndex,Công ty Cổ phần Thương mại Hà Tây,Thương mại Hà Tây
HTV,VNINDEX,Công ty Cổ phần Logistics Vicem,Logistics Vicem
HU1,VNINDEX,Công ty Cổ phần Đầu tư và Xây dựng HUD1,Xây dựng HUD1
HU3,UpcomIndex,Công ty Cổ phần Đầu tư và Xây dựng HUD3,Xây dựng HUD3
HU4,UpcomIndex,Công ty Cổ phần Đầu tư và Xây dựng HUD4,Đầu tư và Xây dựng HUD4
HD2,UpcomIndex,Công ty Cổ phần Đầu tư phát triển nhà HUD2,Đầu tư phát triển nhà HUD 2
HU6,UpcomIndex,Công ty Cổ phần Đầu tư Phát triển Nhà và Đô thị HUD6,PT Nhà và Đô thị HUD6
HD8,UpcomIndex,Công ty Cổ phần Đầu tư Phát triển Nhà và Đô thị HUD8,PT Nhà và Đô thị HUD8
HWS,UpcomIndex,Công ty Cổ phần Cấp nước Thừa Thiên Huế,Cấp nước Thừa Thiên Huế
HNI,UpcomIndex,Công ty Cổ phần May Hữu Nghị,May Hữu Nghị
HUG,UpcomIndex,Tổng công ty May Hưng Yên - Công ty Cổ phần,May Hưng Yên
HUT,HNXIndex,Công ty Cổ phần Tasco,HUD - Tasco
HNF,UpcomIndex,Công ty Cổ phần Thực phẩm Hữu Nghị,Bánh kẹo Hữu Nghị
HVA,UpcomIndex,Công ty Cổ phần Đầu tư HVA,Đầu tư HVA
HVH,VNINDEX,Công ty Cổ phần Đầu tư và Công nghệ HVC,Đầu tư và Công nghệ HVC
HVG,UpcomIndex,Công ty Cổ phần Hùng Vương,Thủy sản Hùng Vương
HVT,HNXIndex,Công ty Cổ phần Hóa chất Việt Trì,Hóa chất Việt trì
HVX,VNINDEX,Công ty Cổ phần Xi măng Vicem Hải Vân,Xi măng Vicem Hải Vân
L40,HNXIndex,Công ty Cổ phần Đầu tư và Xây dựng 40,Đầu tư và Xây dựng 40
IBC,VNINDEX,Công ty Cổ phần Đầu tư APAX Holdings,Đầu tư APAX Holdings
ICC,UpcomIndex,Công ty Cổ phần Xây dựng công nghiệp,Xây dựng công nghiệp
ILB,VNINDEX,Công ty Cổ phần ICD Tân Cảng - Long Bình,ICD Tân Cảng Long Bình
ICF,UpcomIndex,Công ty Cổ phần Đầu tư-Thương mại-Thủy sản,Đầu tư Thương mại Thủy sản
ICG,HNXIndex,Công ty Cổ phần Xây dựng Sông Hồng,Xây dựng Sông Hồng
ICI,UpcomIndex,Công ty Cổ phần Đầu tư và Xây dựng Công nghiệp,Đầu tư và XD Công nghiệp
CC4,UpcomIndex,Công ty Cổ phần Đầu tư và Xây dựng số 4,ĐT và XD số 4
IDI,VNINDEX,Công ty Cổ phần Đầu tư và Phát triển Đa Quốc Gia I.D.I,Đầu tư và PT Đa Quốc Gia
IDC,HNXIndex,Tổng Công ty IDICO - CTCP,IDICO
MCI,UpcomIndex,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Vật liệu IDICO,Đầu tư Xây dựng và Phát triển Vật liệu IDICO
IDJ,HNXIndex,Công ty Cổ phần Đầu tư IDJ Việt Nam,Đầu tư IDJ Việt Nam
IDP,UpcomIndex,Công ty Cổ phần Sữa Quốc tế,Sữa Quốc tế
IDV,HNXIndex,Công ty Cổ phần Phát triển Hạ tầng Vĩnh Phúc,PT Hạ tầng Vĩnh Phúc
IFS,UpcomIndex,Công ty Cổ phần Thực phẩm Quốc tế,Thực phẩm Quốc tế
IHK,UpcomIndex,Công ty Cổ phần In Hàng Không,In Hàng Không
IJC,VNINDEX,Công ty Cổ phần Phát triển Hạ tầng Kỹ thuật,Becamex IJC
ILA,UpcomIndex,Công ty Cổ phần ILA,Công ty ILA
ILC,UpcomIndex,Công ty Cổ phần Hợp tác lao động với nước ngoài,Hợp tác lao động với nước ngoài
IME,UpcomIndex,Công ty Cổ phần Cơ khí và Xây lắp Công nghiệp,Xây lắp Công nghiệp
IMP,VNINDEX,Công ty Cổ phần Dược phẩm IMEXPHARM,IMEXPHARM
IN4,UpcomIndex,Công ty Cổ phần In số 4,In số 4
IBD,UpcomIndex,Công ty Cổ phần In Tổng hợp Bình Dương,In Tổng hợp Bình Dương
INC,HNXIndex,Công ty Cổ phần Tư vấn Đầu tư IDICO,Tư vấn Đầu tư IDICO
DDG,HNXIndex,Công ty Cổ phần Đầu tư Công nghiệp Xuất nhập khẩu Đông Dương,Đầu tư CN XNK Đông Dương
INN,HNXIndex,Công ty Cổ phần Bao bì và In Nông nghiệp,Bao bì và In Nông Nghiệp
IRC,UpcomIndex,Công ty Cổ phần Cao su Công nghiệp,Cao su Công nghiệp
ILS,UpcomIndex,Công ty Cổ phần Đầu tư Thương mại và Dịch vụ Quốc tế,TM và Dịch vụ Quốc tế
IPA,HNXIndex,Công ty Cổ phần Tập đoàn Đầu tư I.P.A,Tập đoàn Đầu tư I.P.A
ISG,UpcomIndex,Công ty Cổ phần Vận tải biển và Hợp tác lao động Quốc Tế,Vận tải biển và Hợp tác LĐ Quốc Tế
IST,UpcomIndex,Công ty Cổ phần ICD Tân Cảng Sóng Thần,ICD Tân Cảng Sóng Thần
ITA,VNINDEX,Công ty Cổ phần Đầu tư và Công nghiệp Tân Tạo,Đầu tư CN Tân Tạo
ITS,UpcomIndex,"Công ty Cổ phần Đầu tư, Thương mại và Dịch vụ - Vinacomin",Thương mại và DV - Vinacomin
ITC,VNINDEX,Công ty Cổ phần Đầu tư - Kinh doanh nhà,Đầu tư kinh doanh Nhà
ITD,VNINDEX,Công ty Cổ phần Công nghệ Tiên Phong,Công nghệ Tiên Phong
ITQ,HNXIndex,Công ty Cổ phần Tập đoàn Thiên Quang,Tập đoàn Thiên Quang
IVS,HNXIndex,Công ty Cổ phần Chứng khoán Guotai Junan (Việt Nam),Chứng khoán Guotai Junan (Việt Nam)
JVC,VNINDEX,Công ty Cổ phần Đầu tư và Phát triển Y tế Việt Nhật,Đầu tư và Phát triển Y tế Việt Nhật
KAC,UpcomIndex,Công ty Cổ phần Đầu tư Địa ốc Khang An,Địa ốc Khang An
KBC,VNINDEX,Tổng Công ty Phát triển Đô thị Kinh Bắc,TCT Đô thị Kinh Bắc
KCE,UpcomIndex,Công ty Cổ phần Bê tông Ly tâm Điện lực Khánh Hòa,Bê tông Ly tâm ĐL Khánh Hòa
KDC,VNINDEX,Công ty Cổ phần Tập đoàn KIDO,Tập đoàn KIDO
KDH,VNINDEX,Công ty Cổ phần Đầu tư và Kinh doanh nhà Khang Điền,Nhà Khang Điền
KDM,HNXIndex,Công ty Cổ phần Tập đoàn GCL,Tập đoàn GCL
KTC,UpcomIndex,Công ty Cổ phần Thương mại Kiên Giang,Thương mại Kiên Giang
KHA,UpcomIndex,Công ty Cổ phần Đầu tư và Dịch vụ Khánh Hội,Đầu tư và DV Khánh Hội
KHG,VNINDEX,Công ty Cổ phần Tập đoàn Khải Hoàn Land,Tập đoàn Khải Hoàn Land
KHW,UpcomIndex,Công ty Cổ phần Cấp thoát nước Khánh Hòa,Cấp thoát nước Khánh Hòa
KHL,UpcomIndex,Công ty Cổ phần Khoáng sản và Vật liệu Xây dựng Hưng Long,VLXD Hưng Long
KHP,VNINDEX,Công ty Cổ phần Điện lực Khánh Hòa,Điện lực Khánh Hòa
KGM,UpcomIndex,Công ty Cổ phần Xuất nhập khẩu Kiên Giang,XNK Kiên Giang
KHS,HNXIndex,Công ty Cổ phần Kiên Hùng,Thủy sản Kiên Hùng
KKC,HNXIndex,Công ty Cổ phần Tập đoàn Thành Thái,Tập đoàn Thành Thái
KLB,UpcomIndex,Ngân hàng Thương mại Cổ phần Kiên Long,KienlongBank
KLF,HNXIndex,Công ty Cổ phần Đầu tư Thương mại và Xuất nhập khẩu CFS,KLF Global
KLM,UpcomIndex,Công ty Cổ phần Kim loại màu Nghệ Tĩnh,Kim loại màu Nghệ Tĩnh
GKM,HNXIndex,Công ty Cổ phần Khang Minh Group,Khang Minh Group
KMR,VNINDEX,Công ty Cổ phần Mirae,MIRAE
KMT,HNXIndex,Công ty Cổ phần Kim khí Miền Trung,Kim khí Miền Trung
KOS,VNINDEX,Công ty Cổ phần KOSY,Công ty KOSY
KPF,VNINDEX,Công ty Cổ phần Đầu tư Tài sản KOJI,Đầu tư Tài sản KOJI
KSB,VNINDEX,Công ty Cổ phần Khoáng sản và Xây dựng Bình Dương,Khoáng sản Bình Dương
KSD,HNXIndex,Công ty Cổ phần Đầu tư DNA,Đầu tư DNA
KSH,UpcomIndex,Công ty Cổ phần Damac GLS,Damac GLS
KHD,UpcomIndex,"Công ty Cổ phần Khai thác, Chế biến Khoáng sản Hải Dương",Khoáng sản Hải Dương
LMC,UpcomIndex,Công ty Cổ phần Long Beach LMC,Khoáng sản LATCA
KSQ,HNXIndex,Công ty Cổ phần CNC Capital Việt Nam,CNC Capital Việt Nam
KSS,UpcomIndex,Tổng Công ty Cổ phần Khoáng sản Na Rì Hamico,Na Rì Hamico
KST,HNXIndex,Công ty Cổ phần KASATI,KASATI
KSV,HNXIndex,Tổng Công ty Khoáng sản TKV - Công ty Cổ phần,Khoáng sản TKV
KTL,UpcomIndex,Công ty Cổ phần Kim khí Thăng Long,Kim khí Thăng Long
KTS,HNXIndex,Công ty Cổ phần Đường Kon Tum,Đường Kon Tum
KTT,HNXIndex,Công ty Cổ phần Tập đoàn Đầu tư KTT,Tập đoàn Đầu tư KTT
KVC,UpcomIndex,Công ty Cổ phần Sản xuất Xuất nhập khẩu Inox Kim Vĩ,XNK Inox Kim Vĩ
L10,VNINDEX,Công ty Cổ phần Lilama 10,LILAMA 10
L14,HNXIndex,Công ty Cổ phần Licogi 14,Licogi 14
L18,HNXIndex,Công ty Cổ phần Đầu tư và Xây dựng số 18,LICOGI - 18
L35,UpcomIndex,Công ty Cổ phần Cơ khí Lắp máy Lilama,Cơ khí Lilama
L43,HNXIndex,Công ty Cổ phần Lilama 45.3,LILAMA 45.3
L44,UpcomIndex,Công ty Cổ phần Lilama 45.4,LILAMA 45.4
L45,UpcomIndex,Công ty Cổ phần Lilama 45.1,Lilama 45.1
L61,HNXIndex,Công ty Cổ phần Lilama 69-1,LILAMA 69-1
L62,HNXIndex,Công ty Cổ phần Lilama 69 - 2,LILAMA 69.2
L63,UpcomIndex,Công ty Cổ phần Lilama 69-3,Lilama 69-3
LAF,VNINDEX,Công ty Cổ phần Chế biến Hàng Xuất khẩu Long An,Chế biến Hàng XK Long An
LMI,UpcomIndex,Công ty Cổ phần Đầu tư Xây dựng Lắp máy IDICO,Lắp máy IDICO
DKC,UpcomIndex,Công ty Cổ phần Chợ Lạng Sơn,Chợ Lạng Sơn
LSG,UpcomIndex,Công ty Cổ phần Bất động sản Sài Gòn Vi na,BĐS Sài Gòn Vina
LAS,HNXIndex,Công ty Cổ phần Supe Phốt phát và Hóa chất Lâm Thao,Hóa chất Lâm Thao
LAW,UpcomIndex,Công ty Cổ phần Cấp thoát nước Long An,Cấp thoát nước Long An
LBC,UpcomIndex,Công ty Cổ phần Thương mại - Đầu tư Long Biên,Thương mại - Đầu tư Long Biên
LBE,HNXIndex,Công ty Cổ phần Sách và Thiết bị Trường học Long An,Sách và Thiết bị Trường học Long An
LBM,VNINDEX,Công ty Cổ phần Khoáng sản và Vật liệu xây dựng Lâm Đồng,Khoáng sản Lâm Đồng
LCC,UpcomIndex,Công ty Cổ phần Xi măng Hồng Phong,Xi măng Hồng Phong
LCD,HNXIndex,Công ty Cổ phần Lắp máy - Thí nghiệm cơ điện,Thí nghiệm cơ điện
LCG,VNINDEX,Công ty Cổ phần Lizen,LIZEN
LQN,UpcomIndex,Công ty Cổ phần Licogi Quảng Ngãi,Licogi Quảng Ngãi
LCM,UpcomIndex,Công ty Cổ phần Khai thác và Chế biến Khoáng sản Lào Cai,Khoáng sản Lào Cai
LCS,UpcomIndex,Công ty Cổ phần Licogi 16.6,Licogi 16.6
LCW,UpcomIndex,Công ty Cổ phần Nước sạch Lai Châu,Nước sạch Lai Châu
LWS,UpcomIndex,Công ty Cổ phần Cấp nước Tỉnh Lào Cai,Cấp nước Lào Cai
LDG,VNINDEX,Công ty Cổ phần Đầu tư LDG,Đầu tư LDG
LDP,HNXIndex,Công ty Cổ phần Dược Lâm Đồng - Ladophar,Dược Lâm Đồng - Ladophar
LDW,UpcomIndex,Công ty Cổ phần Cấp thoát nước Lâm Đồng,Cấp thoát nước Lâm Đồng
LGM,UpcomIndex,Công ty Cổ phần Giày da và may mặc xuất khẩu (Legamex),Giày da và may mặc XK (Legamex)
LGC,VNINDEX,Công ty Cổ phần Đầu tư Cầu đường CII,Đầu tư Cầu đường CII
LGL,VNINDEX,Công ty Cổ phần Đầu tư và Phát triển Đô thị Long Giang,Long Giang Land
LHC,HNXIndex,Công ty Cổ phần Đầu tư và Xây dựng Thủy lợi Lâm Đồng,XD Thủy lợi Lâm Đồng
LHG,VNINDEX,Công ty Cổ phần Long Hậu,KCN Long Hậu
LIC,UpcomIndex,Tổng Công ty LICOGI - Công ty Cổ phần,LICOGI
L12,UpcomIndex,Công ty Cổ phần Licogi 12,LICOGI 12
LG9,UpcomIndex,Công ty Cổ phần Cơ giới và Xây lắp số 9,Cơ giới và XL số 9 (Licogi 9)
LIG,HNXIndex,Công ty Cổ phần Licogi 13,Licogi 13
LLM,UpcomIndex,Tổng Công ty lắp máy Việt Nam - Công ty Cổ phần,LILAMA
LAI,UpcomIndex,Công ty Cổ phần Đầu tư Xây dựng Long An IDICO,XD Long An IDICO
AMS,UpcomIndex,Công ty Cổ phần Cơ khí Xây dựng AMECC,Cơ khí Xây dựng AMECC (Xây dựng LISEMCO 2)
LIX,VNINDEX,Công ty Cổ phần Bột giặt LIX,Bột giặt LIX
LKW,UpcomIndex,Công ty Cổ phần Cấp nước Long Khánh,Cấp nước Long Khánh
LM3,UpcomIndex,Công ty Cổ phần Lilama 3,Lilama 3
LM7,UpcomIndex,Công ty Cổ phần Lilama 7,LILAMA 7
LM8,VNINDEX,Công ty Cổ phần Lilama 18,LILAMA 18
LMH,UpcomIndex,Công ty Cổ phần Quốc Tế Holding,Quoc te Holding
LNC,UpcomIndex,Công ty Cổ phần Lệ Ninh,Lệ Ninh - Quảng Bình
LO5,UpcomIndex,Công ty Cổ phần Lilama 5,LILAMA 5
LSS,VNINDEX,Công ty Cổ phần Mía đường Lam Sơn,Mía đường Lam Sơn
LTC,UpcomIndex,Công ty Cổ phần Điện nhẹ Viễn Thông,Điện nhẹ Viễn thông
LUT,HNXIndex,Công ty Cổ phần Đầu tư Xây dựng Lương Tài,Đầu tư Xây dựng Lương Tài
LPB,VNINDEX,Ngân hàng Thương mại Cổ phần Bưu Điện Liên Việt,LienVietPostBank
MAC,HNXIndex,Công ty Cổ phần Cung ứng và Dịch vụ Kỹ thuật Hàng Hải,Cung ứng và Dịch vụ Kỹ thuật Hàng Hải
MA1,UpcomIndex,Công ty Cổ phần Thiết bị,MACHINCO1
MAS,HNXIndex,Công ty cổ phần Dịch vụ Hàng Không Sân Bay Đà Nẵng,Sân bay Đà Nẵng
MBB,VNINDEX,Ngân hàng Thương mại Cổ phần Quân đội,MBBank
MCC,HNXIndex,Công ty Cổ phần Gạch ngói cao cấp,Gạch ngói cao cấp
MCF,HNXIndex,Công ty Cổ phần Xây lắp Cơ khí và Lương thực Thực phẩm,Cơ khí và Lương thực Thực phẩm
MCG,UpcomIndex,Công ty Cổ phần Năng lượng và Bất động sản MCG,Năng lượng và Bất động sản MCG
MCM,UpcomIndex,Công ty Cổ phần Giống bò sữa Mộc Châu,Giống bò sữa Mộc Châu
MCO,HNXIndex,Công ty Cổ phần Đầu tư và Xây dựng BDC Việt Nam,BDC Việt Nam
MCP,VNINDEX,Công ty Cổ phần In và Bao bì Mỹ Châu,In và Bao bì Mỹ Châu
MDA,UpcomIndex,Công ty Cổ phần Môi trường Đô thị Đông Anh,Môi trường Đô thị Đông Anh
MDC,HNXIndex,Công ty Cổ phần Than Mông Dương - Vinacomin,Than Mông Dương
MDF,UpcomIndex,Công ty Cổ phần Gỗ MDF VRG - Quảng Trị,Gỗ MDF VRG - Quảng Trị
MDG,VNINDEX,Công ty Cổ phần Miền Đông,Xây dựng Miền Đông
MEC,UpcomIndex,Công ty Cổ phần Cơ khí - Lắp máy Sông Đà,Lắp máy Sông Đà
MED,HNXIndex,Công ty Cổ phần Dược Trung ương Mediplantex,Dược Mediplantex
MEF,UpcomIndex,Công ty Cổ phần MEINFA,MEINFA
MEL,HNXIndex,Công ty Cổ phần Thép Mê Lin,Thép Mê Lin
MRF,UpcomIndex,Công ty Cổ phần MERUFA,Cao su y tế MERUFA
MES,UpcomIndex,Công ty Cổ phần Cơ điện Công trình,Cơ điện Công trình
MFS,UpcomIndex,Công ty Cổ phần Dịch vụ kỹ thuật Mobifone,Mobifone Service
MHC,VNINDEX,Công ty Cổ phần MHC,CTCP MHC
JOS,UpcomIndex,Công ty Cổ phần Chế biến Thủy sản Xuất khẩu Minh Hải,Thủy sản Minh Hải
MHL,HNXIndex,Công ty Cổ phần Minh Hữu Liên,Minh Hữu Liên
MIC,UpcomIndex,Công ty Cổ phần Kỹ nghệ Khoáng sản Quảng Nam,Khoáng sản Quảng Nam
MIE,UpcomIndex,Tổng Công ty Máy và Thiết bị Công nghiệp - CTCP,Máy và Thiết bị Công nghiệp
MIM,HNXIndex,Công ty Cổ phần Khoáng sản và Cơ khí,Khoáng sản và Cơ khí
MIG,VNINDEX,Tổng Công ty Cổ phần Bảo hiểm Quân đội,Bảo hiểm Quân đội
MTA,UpcomIndex,Tổng Công ty Khoáng sản và Thương mại Hà Tĩnh - Công ty Cổ phần,Khoáng sản và TM Hà Tĩnh
MLS,UpcomIndex,Công ty Cổ phần Chăn nuôi - Mitraco,Chăn nuôi Mitraco
MKP,UpcomIndex,Công ty Cổ phần Hóa - Dược phẩm Mekophar,Dược phẩm Mekophar
MKV,HNXIndex,Công ty Cổ phần Dược Thú Y Cai Lậy,Dược Thú Y Cai Lậy
MLC,UpcomIndex,Công ty Cổ phần Môi trường Đô thị Tỉnh Lào Cai,Môi trường Đô thị Tỉnh Lào Cai
MML,UpcomIndex,Công ty Cổ phần Masan MEATLife,Masan MEATLife
MPC,UpcomIndex,Công ty Cổ phần Tập đoàn Thủy sản Minh Phú,Thủy sản Minh Phú
MPT,UpcomIndex,Công ty Cổ phần Tập đoàn MPT,Tập đoàn MPT
MPY,UpcomIndex,Công ty Cổ phần Môi trường đô thị Phú Yên,Môi trường đô thị Phú Yên
MQB,UpcomIndex,Công ty Cổ phần Môi trường và Phát triển đô thị Quảng Bình,Môi trường và PT đô thị Quảng Bình
MSB,VNINDEX,Ngân hàng Thương mại Cổ phần Hàng Hải Việt Nam,MSB Bank
